acquisition_date,acquisition_month,acquisition_year,candidate_for_composite,cloud_cover_land_pct,cloud_cover_scene_pct,collection_id,day_of_year,earth_engine_asset_id,epoch,has_positive_core_coverage,landsat7_orbit_drift_period,landsat_product_id,landsat_scene_id,relative_year,sensor_key,sensor_role,slc_off,system_index,valid_area_context_m2,valid_area_core_m2,valid_fraction_context,valid_fraction_core,wrs_path,wrs_row
2024-02-22,2,2024,False,100.0,100.0,LANDSAT/LC08/C02/T1_L2,53,LANDSAT/LC08/C02/T1_L2/LC08_185057_20240222,2025,False,False,LC08_L2SP_185057_20240222_20240229_02_T1,LC81850572024053LGN00,-1,LC08,primary,False,LC08_185057_20240222,0.0,0.0,0.0,0.0,185,57
2024-02-22,2,2024,False,100.0,100.0,LANDSAT/LC08/C02/T1_L2,53,LANDSAT/LC08/C02/T1_L2/LC08_185058_20240222,2025,False,False,LC08_L2SP_185058_20240222_20240229_02_T1,LC81850582024053LGN00,-1,LC08,primary,False,LC08_185058_20240222,0.0,0.0,0.0,0.0,185,58
2024-03-01,3,2024,True,19.3,19.3,LANDSAT/LC09/C02/T1_L2,61,LANDSAT/LC09/C02/T1_L2/LC09_185057_20240301,2025,True,False,LC09_L2SP_185057_20240301_20240305_02_T1,LC91850572024061LGN00,-1,LC09,primary,False,LC09_185057_20240301,648943742.5534922,254949287.46073404,0.8196761201992723,0.879957818655098,185,57
2024-03-01,3,2024,True,18.71,18.71,LANDSAT/LC09/C02/T1_L2,61,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240301,2025,True,False,LC09_L2SP_185058_20240301_20240305_02_T1,LC91850582024061LGN00,-1,LC09,primary,False,LC09_185058_20240301,297901914.6580081,107296232.12566854,0.37627774118907215,0.37033309373636053,185,58
2024-03-09,3,2024,True,32.45,32.45,LANDSAT/LC08/C02/T1_L2,69,LANDSAT/LC08/C02/T1_L2/LC08_185057_20240309,2025,True,False,LC08_L2SP_185057_20240309_20240316_02_T1,LC81850572024069LGN00,-1,LC08,primary,False,LC08_185057_20240309,395217693.568356,142650738.08721662,0.4991965935652917,0.4923592200119398,185,57
2024-03-09,3,2024,True,51.88,51.88,LANDSAT/LC08/C02/T1_L2,69,LANDSAT/LC08/C02/T1_L2/LC08_185058_20240309,2025,True,False,LC08_L2SP_185058_20240309_20240316_02_T1,LC81850582024069LGN00,-1,LC08,primary,False,LC08_185058_20240309,217807164.2801813,82472431.9476699,0.2751106446705096,0.2846537130527569,185,58
2024-03-17,3,2024,True,64.02,64.02,LANDSAT/LC09/C02/T1_L2,77,LANDSAT/LC09/C02/T1_L2/LC09_185057_20240317,2025,True,False,LC09_L2SP_185057_20240317_20240318_02_T1,LC91850572024077LGN00,-1,LC09,primary,False,LC09_185057_20240317,331523808.60826683,164963261.7249251,0.4187453108407323,0.5693709262397998,185,57
2024-03-17,3,2024,True,89.61,89.61,LANDSAT/LC09/C02/T1_L2,77,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240317,2025,True,False,LC09_L2SP_185058_20240317_20240318_02_T1,LC91850582024077LGN00,-1,LC09,primary,False,LC09_185058_20240317,131096464.57009566,52429834.089863874,0.1655869906809368,0.18096164495172767,185,58
2024-03-25,3,2024,False,99.98,99.98,LANDSAT/LC08/C02/T1_L2,85,LANDSAT/LC08/C02/T1_L2/LC08_185057_20240325,2025,False,False,LC08_L2SP_185057_20240325_20240403_02_T1,LC81850572024085LGN00,-1,LC08,primary,False,LC08_185057_20240325,0.0,0.0,0.0,0.0,185,57
2024-04-02,4,2024,True,15.35,15.35,LANDSAT/LC09/C02/T1_L2,93,LANDSAT/LC09/C02/T1_L2/LC09_185057_20240402,2025,True,False,LC09_L2SP_185057_20240402_20240403_02_T1,LC91850572024093LGN00,-1,LC09,primary,False,LC09_185057_20240402,215929551.30030876,96905542.8354698,0.27273904537513494,0.33446961526504143,185,57
2024-04-02,4,2024,True,52.11,52.11,LANDSAT/LC09/C02/T1_L2,93,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240402,2025,True,False,LC09_L2SP_185058_20240402_20240403_02_T1,LC91850582024093LGN00,-1,LC09,primary,False,LC09_185058_20240402,55696991.66374751,29140340.156040803,0.070350464978786,0.1005779243941857,185,58
2024-04-10,4,2024,False,58.48,58.48,LANDSAT/LC08/C02/T1_L2,101,LANDSAT/LC08/C02/T1_L2/LC08_185057_20240410,2025,False,False,LC08_L2SP_185057_20240410_20240419_02_T1,LC81850572024101LGN00,-1,LC08,primary,False,LC08_185057_20240410,0.0,0.0,0.0,0.0,185,57
2024-04-10,4,2024,False,80.6,80.6,LANDSAT/LC08/C02/T1_L2,101,LANDSAT/LC08/C02/T1_L2/LC08_185058_20240410,2025,False,False,LC08_L2SP_185058_20240410_20240419_02_T1,LC81850582024101LGN00,-1,LC08,primary,False,LC08_185058_20240410,0.0,0.0,0.0,0.0,185,58
2024-04-18,4,2024,True,48.07,48.07,LANDSAT/LC09/C02/T1_L2,109,LANDSAT/LC09/C02/T1_L2/LC09_185057_20240418,2025,True,False,LC09_L2SP_185057_20240418_20240419_02_T1,LC91850572024109LGN00,-1,LC09,primary,False,LC09_185057_20240418,472751619.2209389,191232428.2847032,0.5971291310032182,0.6600389909912651,185,57
2024-04-18,4,2024,True,63.14,63.14,LANDSAT/LC09/C02/T1_L2,109,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240418,2025,True,False,LC09_L2SP_185058_20240418_20240419_02_T1,LC91850582024109LGN00,-1,LC09,primary,False,LC09_185058_20240418,264646508.9816569,95176240.78429174,0.3342730802100082,0.32850092684113363,185,58
2024-04-26,4,2024,True,36.98,36.98,LANDSAT/LC08/C02/T1_L2,117,LANDSAT/LC08/C02/T1_L2/LC08_185057_20240426,2025,True,False,LC08_L2SP_185057_20240426_20240510_02_T1,LC81850572024117LGN00,-1,LC08,primary,False,LC08_185057_20240426,293371235.83098894,121371610.12051094,0.3705550737230337,0.4189142803733111,185,57
2024-04-26,4,2024,True,47.03,47.03,LANDSAT/LC08/C02/T1_L2,117,LANDSAT/LC08/C02/T1_L2/LC08_185058_20240426,2025,True,False,LC08_L2SP_185058_20240426_20240510_02_T1,LC81850582024117LGN00,-1,LC08,primary,False,LC08_185058_20240426,125082526.08138356,54012937.29418278,0.1579908287268236,0.1864257278532847,185,58
2024-05-04,5,2024,False,99.9,99.9,LANDSAT/LC09/C02/T1_L2,125,LANDSAT/LC09/C02/T1_L2/LC09_185057_20240504,2025,False,False,LC09_L2SP_185057_20240504_20240505_02_T1,LC91850572024125LGN00,-1,LC09,primary,False,LC09_185057_20240504,0.0,0.0,0.0,0.0,185,57
2024-05-04,5,2024,True,74.18,74.18,LANDSAT/LC09/C02/T1_L2,125,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240504,2025,True,False,LC09_L2SP_185058_20240504_20240505_02_T1,LC91850582024125LGN00,-1,LC09,primary,False,LC09_185058_20240504,173843981.3650156,53018166.75012806,0.21958106815942477,0.18299227594319245,185,58
2024-05-12,5,2024,False,98.22,98.22,LANDSAT/LC08/C02/T1_L2,133,LANDSAT/LC08/C02/T1_L2/LC08_185057_20240512,2025,False,False,LC08_L2SP_185057_20240512_20240520_02_T1,LC81850572024133LGN00,-1,LC08,primary,False,LC08_185057_20240512,0.0,0.0,0.0,0.0,185,57
2024-05-12,5,2024,False,95.07,95.07,LANDSAT/LC08/C02/T1_L2,133,LANDSAT/LC08/C02/T1_L2/LC08_185058_20240512,2025,False,False,LC08_L2SP_185058_20240512_20240520_02_T1,LC81850582024133LGN00,-1,LC08,primary,False,LC08_185058_20240512,0.0,0.0,0.0,0.0,185,58
2024-05-20,5,2024,True,41.96,41.96,LANDSAT/LC09/C02/T1_L2,141,LANDSAT/LC09/C02/T1_L2/LC09_185057_20240520,2025,True,False,LC09_L2SP_185057_20240520_20240523_02_T1,LC91850572024141LGN00,-1,LC09,primary,False,LC09_185057_20240520,551573931.6318257,243580728.95564064,0.6966890203826352,0.840719223234683,185,57
2024-05-20,5,2024,True,28.68,28.68,LANDSAT/LC09/C02/T1_L2,141,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240520,2025,True,False,LC09_L2SP_185058_20240520_20240523_02_T1,LC91850582024141LGN00,-1,LC09,primary,False,LC09_185058_20240520,249710784.37349474,103258525.2454504,0.31540787511378365,0.3563969428489702,185,58
2024-05-28,5,2024,True,60.89,60.89,LANDSAT/LC08/C02/T1_L2,149,LANDSAT/LC08/C02/T1_L2/LC08_185057_20240528,2025,True,False,LC08_L2SP_185057_20240528_20240611_02_T1,LC81850572024149LGN00,-1,LC08,primary,False,LC08_185057_20240528,146560091.04010794,56867599.71005981,0.1851189847784153,0.1962785991340438,185,57
2024-06-29,6,2024,True,57.83,57.83,LANDSAT/LC08/C02/T1_L2,181,LANDSAT/LC08/C02/T1_L2/LC08_185058_20240629,2025,True,False,LC08_L2SP_185058_20240629_20240709_02_T1,LC81850582024181LGN00,-1,LC08,primary,False,LC08_185058_20240629,146422776.95957604,65629124.47539109,0.1849455443622457,0.2265190139921592,185,58
2024-08-08,8,2024,True,83.99,83.99,LANDSAT/LC09/C02/T1_L2,221,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240808,2025,True,False,LC09_L2SP_185058_20240808_20240809_02_T1,LC91850582024221LGN00,-1,LC09,primary,False,LC09_185058_20240808,858107.1797506893,65627.7300415039,0.0010838689360737706,0.000226514201101667,185,58
2024-08-24,8,2024,True,56.21,56.21,LANDSAT/LC09/C02/T1_L2,237,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240824,2025,True,False,LC09_L2SP_185058_20240824_20240825_02_T1,LC91850582024237LGN00,-1,LC09,primary,False,LC09_185058_20240824,39245291.470060706,14536982.176754463,0.04957044214910096,0.05017441410992389,185,58
2024-09-09,9,2024,True,62.5,62.5,LANDSAT/LC09/C02/T1_L2,253,LANDSAT/LC09/C02/T1_L2/LC09_185058_20240909,2025,True,False,LC09_L2SP_185058_20240909_20240910_02_T1,LC91850582024253LGN00,-1,LC09,primary,False,LC09_185058_20240909,43511137.314730525,11560613.194604013,0.05495860100177519,0.039901472447166034,185,58
2024-10-11,10,2024,True,64.38,64.38,LANDSAT/LC09/C02/T1_L2,285,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241011,2025,True,False,LC09_L2SP_185057_20241011_20241012_02_T1,LC91850572024285LGN00,-1,LC09,primary,False,LC09_185057_20241011,78606195.06192484,26564300.419543933,0.09928691312818179,0.09168671967706814,185,57
2024-10-11,10,2024,True,34.34,34.34,LANDSAT/LC09/C02/T1_L2,285,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241011,2025,True,False,LC09_L2SP_185058_20241011_20241012_02_T1,LC91850582024285LGN00,-1,LC09,primary,False,LC09_185058_20241011,44878599.97999866,12795975.827305214,0.05668583314608075,0.04416532828432813,185,58
2024-11-04,11,2024,True,84.76,84.76,LANDSAT/LC08/C02/T1_L2,309,LANDSAT/LC08/C02/T1_L2/LC08_185057_20241104,2025,True,False,LC08_L2SP_185057_20241104_20241113_02_T1,LC81850572024309LGN00,-1,LC08,primary,False,LC08_185057_20241104,17573787.579118088,58441.13220214844,0.0221973232431165,0.000201709648709,185,57
2024-11-12,11,2024,True,3.93,3.93,LANDSAT/LC09/C02/T1_L2,317,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241112,2025,True,False,LC09_L2SP_185057_20241112_20241116_02_T1,LC91850572024317LGN00,-1,LC09,primary,False,LC09_185057_20241112,673529094.333424,252634354.29258654,0.8507296991758005,0.8719678236201476,185,57
2024-11-12,11,2024,True,8.5,8.5,LANDSAT/LC09/C02/T1_L2,317,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241112,2025,True,False,LC09_L2SP_185058_20241112_20241116_02_T1,LC91850582024317LGN00,-1,LC09,primary,False,LC09_185058_20241112,320085531.191116,108238249.28158824,0.40429770584779207,0.3735844672542663,185,58
2024-11-20,11,2024,True,13.75,13.75,LANDSAT/LC08/C02/T1_L2,325,LANDSAT/LC08/C02/T1_L2/LC08_185057_20241120,2025,True,False,LC08_L2SP_185057_20241120_20241203_02_T1,LC81850572024325LGN00,-1,LC08,primary,False,LC08_185057_20241120,339628518.7849677,101752958.71050283,0.4289823113037272,0.3512004778691,185,57
2024-11-20,11,2024,True,37.9,37.9,LANDSAT/LC08/C02/T1_L2,325,LANDSAT/LC08/C02/T1_L2/LC08_185058_20241120,2025,True,False,LC08_L2SP_185058_20241120_20241203_02_T1,LC81850582024325LGN00,-1,LC08,primary,False,LC08_185058_20241120,131283079.65087987,29328277.201330572,0.1658227028318637,0.1012265893662074,185,58
2024-11-28,11,2024,True,0.2,0.2,LANDSAT/LC09/C02/T1_L2,333,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241128,2025,True,False,LC09_L2SP_185057_20241128_20241129_02_T1,LC91850572024333LGN00,-1,LC09,primary,False,LC09_185057_20241128,786697218.076303,287969768.95778453,0.9936715329852975,0.9939280562599422,185,57
2024-11-28,11,2024,True,18.23,18.23,LANDSAT/LC09/C02/T1_L2,333,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241128,2025,True,False,LC09_L2SP_185058_20241128_20241129_02_T1,LC91850582024333LGN00,-1,LC09,primary,False,LC09_185058_20241128,362288129.4612674,107635292.77569152,0.4576035007018888,0.37150336203935375,185,58
2024-12-06,12,2024,True,42.65,42.65,LANDSAT/LC08/C02/T1_L2,341,LANDSAT/LC08/C02/T1_L2/LC08_185057_20241206,2025,True,False,LC08_L2SP_185057_20241206_20241210_02_T1,LC81850572024341LGN00,-1,LC08,primary,False,LC08_185057_20241206,388915661.7654075,165041796.49307933,0.4912365430418252,0.5696419891008178,185,57
2024-12-06,12,2024,True,57.92,57.92,LANDSAT/LC08/C02/T1_L2,341,LANDSAT/LC08/C02/T1_L2/LC08_185058_20241206,2025,True,False,LC08_L2SP_185058_20241206_20241210_02_T1,LC81850582024341LGN00,-1,LC08,primary,False,LC08_185058_20241206,216947395.7646551,80866392.42590548,0.274024677313304,0.2791104654197807,185,58
2024-12-14,12,2024,True,11.53,11.53,LANDSAT/LC09/C02/T1_L2,349,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241214,2025,True,False,LC09_L2SP_185057_20241214_20241215_02_T1,LC91850572024349LGN00,-1,LC09,primary,False,LC09_185057_20241214,246085814.95849177,85802366.37587148,0.3108292026170907,0.2961469863420814,185,57
2024-12-14,12,2024,True,43.97,43.97,LANDSAT/LC09/C02/T1_L2,349,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241214,2025,True,False,LC09_L2SP_185058_20241214_20241215_02_T1,LC91850582024349LGN00,-1,LC09,primary,False,LC09_185058_20241214,157140751.02134797,47588149.51458359,0.1984833394271631,0.1642505639367009,185,58
2024-12-22,12,2024,True,15.12,15.12,LANDSAT/LC08/C02/T1_L2,357,LANDSAT/LC08/C02/T1_L2/LC08_185057_20241222,2025,True,False,LC08_L2SP_185057_20241222_20241228_02_T1,LC81850572024357LGN00,-1,LC08,primary,False,LC08_185057_20241222,314040261.3406173,132486800.1298419,0.3966619694785397,0.4572783740798063,185,57
2024-12-22,12,2024,True,43.55,43.55,LANDSAT/LC08/C02/T1_L2,357,LANDSAT/LC08/C02/T1_L2/LC08_185058_20241222,2025,True,False,LC08_L2SP_185058_20241222_20241228_02_T1,LC81850582024357LGN00,-1,LC08,primary,False,LC08_185058_20241222,191759666.12631407,70792348.3771561,0.2422102392460754,0.2443398884377281,185,58
2024-12-30,12,2024,True,27.23,27.23,LANDSAT/LC09/C02/T1_L2,365,LANDSAT/LC09/C02/T1_L2/LC09_185057_20241230,2025,True,False,LC09_L2SP_185057_20241230_20241231_02_T1,LC91850572024365LGN00,-1,LC09,primary,False,LC09_185057_20241230,514943700.5148629,211097593.38664505,0.6504216419411523,0.7286036358444906,185,57
2024-12-30,12,2024,True,74.08,74.08,LANDSAT/LC09/C02/T1_L2,365,LANDSAT/LC09/C02/T1_L2/LC09_185058_20241230,2025,True,False,LC09_L2SP_185058_20241230_20241231_02_T1,LC91850582024365LGN00,-1,LC09,primary,False,LC09_185058_20241230,166957264.2020843,63313513.46308449,0.2108825058113088,0.21852667937715523,185,58
2025-01-07,1,2025,True,22.37,22.37,LANDSAT/LC08/C02/T1_L2,7,LANDSAT/LC08/C02/T1_L2/LC08_185057_20250107,2025,True,False,LC08_L2SP_185057_20250107_20250111_02_T1,LC81850572025007LGN00,0,LC08,primary,False,LC08_185057_20250107,708253464.6362598,259485242.19011375,0.8945897986879631,0.8956136726837076,185,57
2025-01-07,1,2025,True,44.72,44.72,LANDSAT/LC08/C02/T1_L2,7,LANDSAT/LC08/C02/T1_L2/LC08_185058_20250107,2025,True,False,LC08_L2SP_185058_20250107_20250111_02_T1,LC81850582025007LGN00,0,LC08,primary,False,LC08_185058_20250107,379248517.6705928,121156837.6406174,0.4790260436634574,0.4181729928616,185,58
2025-01-15,1,2025,False,99.98,99.98,LANDSAT/LC09/C02/T1_L2,15,LANDSAT/LC09/C02/T1_L2/LC09_185057_20250115,2025,False,False,LC09_L2SP_185057_20250115_20250116_02_T1,LC91850572025015LGN00,0,LC09,primary,False,LC09_185057_20250115,0.0,0.0,0.0,0.0,185,57
2025-01-15,1,2025,False,100.0,100.0,LANDSAT/LC09/C02/T1_L2,15,LANDSAT/LC09/C02/T1_L2/LC09_185058_20250115,2025,False,False,LC09_L2SP_185058_20250115_20250116_02_T1,LC91850582025015LGN00,0,LC09,primary,False,LC09_185058_20250115,0.0,0.0,0.0,0.0,185,58
2025-01-23,1,2025,True,43.04,43.04,LANDSAT/LC08/C02/T1_L2,23,LANDSAT/LC08/C02/T1_L2/LC08_185057_20250123,2025,True,False,LC08_L2SP_185057_20250123_20250128_02_T1,LC81850572025023LGN00,0,LC08,primary,False,LC08_185057_20250123,283837137.63755167,129366981.39311096,0.3585126236547963,0.4465103153905038,185,57
2025-01-31,1,2025,True,75.0,75.0,LANDSAT/LC09/C02/T1_L2,31,LANDSAT/LC09/C02/T1_L2/LC09_185057_20250131,2025,True,False,LC09_L2SP_185057_20250131_20250201_02_T1,LC91850572025031LGN00,0,LC09,primary,False,LC09_185057_20250131,37971223.876953125,32526141.99942532,0.047961176640998825,0.11226402414436412,185,57
2025-01-31,1,2025,False,99.98,99.98,LANDSAT/LC09/C02/T1_L2,31,LANDSAT/LC09/C02/T1_L2/LC09_185058_20250131,2025,False,False,LC09_L2SP_185058_20250131_20250201_02_T1,LC91850582025031LGN00,0,LC09,primary,False,LC09_185058_20250131,0.0,0.0,0.0,0.0,185,58
2025-02-08,2,2025,True,51.32,51.32,LANDSAT/LC08/C02/T1_L2,39,LANDSAT/LC08/C02/T1_L2/LC08_185057_20250208,2025,True,False,LC08_L2SP_185057_20250208_20250214_02_T1,LC81850572025039LGN00,0,LC08,primary,False,LC08_185057_20250208,139030828.02275845,59768883.24103715,0.1756088274360596,0.2062923832581197,185,57
2025-02-08,2,2025,True,42.35,42.35,LANDSAT/LC08/C02/T1_L2,39,LANDSAT/LC08/C02/T1_L2/LC08_185058_20250208,2025,True,False,LC08_L2SP_185058_20250208_20250214_02_T1,LC81850582025039LGN00,0,LC08,primary,False,LC08_185058_20250208,233645529.8091883,79943061.55584218,0.2951159689472042,0.2759235876433799,185,58
2025-02-16,2,2025,False,71.52,71.52,LANDSAT/LC09/C02/T1_L2,47,LANDSAT/LC09/C02/T1_L2/LC09_185057_20250216,2025,False,False,LC09_L2SP_185057_20250216_20250219_02_T1,LC91850572025047LGN00,0,LC09,primary,False,LC09_185057_20250216,0.0,0.0,0.0,0.0,185,57
2025-02-16,2,2025,False,41.81,41.81,LANDSAT/LC09/C02/T1_L2,47,LANDSAT/LC09/C02/T1_L2/LC09_185058_20250216,2025,False,False,LC09_L2SP_185058_20250216_20250219_02_T1,LC91850582025047LGN00,0,LC09,primary,False,LC09_185058_20250216,0.0,0.0,0.0,0.0,185,58
2025-02-24,2,2025,True,32.63,32.63,LANDSAT/LC08/C02/T1_L2,55,LANDSAT/LC08/C02/T1_L2/LC08_185057_20250224,2025,True,False,LC08_L2SP_185057_20250224_20250304_02_T1,LC81850572025055LGN00,0,LC08,primary,False,LC08_185057_20250224,654223438.027227,262041382.7577896,0.8263448651427339,0.9044361953920884,185,57
2025-02-24,2,2025,True,63.93,63.93,LANDSAT/LC08/C02/T1_L2,55,LANDSAT/LC08/C02/T1_L2/LC08_185058_20250224,2025,True,False,LC08_L2SP_185058_20250224_20250304_02_T1,LC81850582025055LGN00,0,LC08,primary,False,LC08_185058_20250224,351672201.9062553,123373567.90206905,0.4441945998372786,0.425824040428125,185,58
2025-03-12,3,2025,False,99.99,99.99,LANDSAT/LC08/C02/T1_L2,71,LANDSAT/LC08/C02/T1_L2/LC08_185058_20250312,2025,False,False,LC08_L2SP_185058_20250312_20250324_02_T1,LC81850582025071LGN00,0,LC08,primary,False,LC08_185058_20250312,0.0,0.0,0.0,0.0,185,58
2025-03-20,3,2025,True,58.8,58.8,LANDSAT/LC09/C02/T1_L2,79,LANDSAT/LC09/C02/T1_L2/LC09_185057_20250320,2025,True,False,LC09_L2SP_185057_20250320_20250321_02_T1,LC91850572025079LGN00,0,LC09,primary,False,LC09_185057_20250320,62741056.34613158,29773832.402236752,0.07924777183403063,0.10276442375901863,185,57
2025-03-28,3,2025,True,53.58,53.58,LANDSAT/LC08/C02/T1_L2,87,LANDSAT/LC08/C02/T1_L2/LC08_185057_20250328,2025,True,False,LC08_L2SP_185057_20250328_20250401_02_T1,LC81850572025087LGN00,0,LC08,primary,False,LC08_185057_20250328,523250099.0145941,198055707.59402385,0.6609133934576984,0.6835895489744053,185,57
