year,acquisition_date,acquisition_month,acquisition_year,candidate_for_composite,cloud_cover_land_pct,cloud_cover_scene_pct,collection_id,day_of_year,earth_engine_asset_id,epoch,has_positive_core_coverage,landsat7_orbit_drift_period,landsat_product_id,landsat_scene_id,relative_year,sensor_key,sensor_role,slc_off,system_index,valid_area_context_m2,valid_area_core_m2,valid_fraction_context,valid_fraction_core,wrs_path,wrs_row
2000,2000-02-12,2,2000,False,72.0,72.0,LANDSAT/LE07/C02/T1_L2,43,LANDSAT/LE07/C02/T1_L2/LE07_185057_20000212,2000,False,False,LE07_L2SP_185057_20000212_20200918_02_T1,LE71850572000043EDC01,0,LE07,supplemental,False,LE07_185057_20000212,3735387.0293279914,0.0,0.004718140182066505,0.0,185,57
2000,2000-03-15,3,2000,True,50.0,50.0,LANDSAT/LE07/C02/T1_L2,75,LANDSAT/LE07/C02/T1_L2/LE07_185057_20000315,2000,True,False,LE07_L2SP_185057_20000315_20200918_02_T1,LE71850572000075EDC00,0,LE07,supplemental,False,LE07_185057_20000315,218842238.43366823,73071276.07382166,0.27641803930368747,0.2522056105380081,185,57
2000,2000-03-15,3,2000,True,50.0,50.0,LANDSAT/LE07/C02/T1_L2,75,LANDSAT/LE07/C02/T1_L2/LE07_185058_20000315,2000,True,False,LE07_L2SP_185058_20000315_20200918_02_T1,LE71850582000075EDC00,0,LE07,supplemental,False,LE07_185058_20000315,67634172.10432847,16436189.789471319,0.08542823075113644,0.056729531814721845,185,58
2000,2000-03-31,3,2000,False,58.0,58.0,LANDSAT/LE07/C02/T1_L2,91,LANDSAT/LE07/C02/T1_L2/LE07_185058_20000331,2000,False,False,LE07_L2SP_185058_20000331_20200918_02_T1,LE71850582000091EDC00,0,LE07,supplemental,False,LE07_185058_20000331,0.0,0.0,0.0,0.0,185,58
2000,2000-04-16,4,2000,False,73.0,73.0,LANDSAT/LE07/C02/T1_L2,107,LANDSAT/LE07/C02/T1_L2/LE07_185057_20000416,2000,False,False,LE07_L2SP_185057_20000416_20200918_02_T1,LE71850572000107EDC00,0,LE07,supplemental,False,LE07_185057_20000416,0.0,0.0,0.0,0.0,185,57
2000,2000-04-16,4,2000,False,55.0,55.0,LANDSAT/LE07/C02/T1_L2,107,LANDSAT/LE07/C02/T1_L2/LE07_185058_20000416,2000,False,False,LE07_L2SP_185058_20000416_20200918_02_T1,LE71850582000107EDC00,0,LE07,supplemental,False,LE07_185058_20000416,0.0,0.0,0.0,0.0,185,58
2000,2000-05-02,5,2000,True,61.0,61.0,LANDSAT/LE07/C02/T1_L2,123,LANDSAT/LE07/C02/T1_L2/LE07_185057_20000502,2000,True,False,LE07_L2SP_185057_20000502_20200918_02_T1,LE71850572000123EDC00,0,LE07,supplemental,False,LE07_185057_20000502,28497526.064986885,5759023.271959731,0.03599501785518894,0.019877276796696798,185,57
2000,2000-05-02,5,2000,True,80.0,80.0,LANDSAT/LE07/C02/T1_L2,123,LANDSAT/LE07/C02/T1_L2/LE07_185058_20000502,2000,True,False,LE07_L2SP_185058_20000502_20200918_02_T1,LE71850582000123EDC00,0,LE07,supplemental,False,LE07_185058_20000502,34106186.95997913,4850476.284908999,0.04307927662904046,0.016741425612982638,185,58
2000,2000-05-18,5,2000,True,22.0,22.0,LANDSAT/LE07/C02/T1_L2,139,LANDSAT/LE07/C02/T1_L2/LE07_185057_20000518,2000,True,False,LE07_L2SP_185057_20000518_20200918_02_T1,LE71850572000139EDC00,0,LE07,supplemental,False,LE07_185057_20000518,697586529.0063148,281228695.3391061,0.8811164698949853,0.9706612313318698,185,57
2000,2000-05-18,5,2000,True,73.0,73.0,LANDSAT/LE07/C02/T1_L2,139,LANDSAT/LE07/C02/T1_L2/LE07_185058_20000518,2000,True,False,LE07_L2SP_185058_20000518_20200918_02_T1,LE71850582000139EDC00,0,LE07,supplemental,False,LE07_185058_20000518,109682618.0708374,30432053.09069824,0.13853931695194951,0.10503627337656829,185,58
2000,2000-06-03,6,2000,True,69.0,69.0,LANDSAT/LE07/C02/T1_L2,155,LANDSAT/LE07/C02/T1_L2/LE07_185057_20000603,2000,True,False,LE07_L2SP_185057_20000603_20200918_02_T1,LE71850572000155EDC00,0,LE07,supplemental,False,LE07_185057_20000603,102606636.59443095,35477066.31028646,0.12960169622636766,0.12244914348893808,185,57
2000,2000-07-21,7,2000,False,91.0,91.0,LANDSAT/LE07/C02/T1_L2,203,LANDSAT/LE07/C02/T1_L2/LE07_185057_20000721,2000,False,False,LE07_L2SP_185057_20000721_20200917_02_T1,LE71850572000203EDC00,0,LE07,supplemental,False,LE07_185057_20000721,0.0,0.0,0.0,0.0,185,57
2000,2000-10-09,10,2000,False,84.0,84.0,LANDSAT/LE07/C02/T1_L2,283,LANDSAT/LE07/C02/T1_L2/LE07_185057_20001009,2000,False,False,LE07_L2SP_185057_20001009_20200917_02_T1,LE71850572000283EDC00,0,LE07,supplemental,False,LE07_185057_20001009,0.0,0.0,0.0,0.0,185,57
2000,2000-10-09,10,2000,False,95.0,95.0,LANDSAT/LE07/C02/T1_L2,283,LANDSAT/LE07/C02/T1_L2/LE07_185058_20001009,2000,False,False,LE07_L2SP_185058_20001009_20200917_02_T1,LE71850582000283EDC00,0,LE07,supplemental,False,LE07_185058_20001009,0.0,0.0,0.0,0.0,185,58
2000,2000-10-25,10,2000,False,94.0,94.0,LANDSAT/LE07/C02/T1_L2,299,LANDSAT/LE07/C02/T1_L2/LE07_185057_20001025,2000,False,False,LE07_L2SP_185057_20001025_20201008_02_T1,LE71850572000299EDC00,0,LE07,supplemental,False,LE07_185057_20001025,0.0,0.0,0.0,0.0,185,57
2000,2000-10-25,10,2000,False,84.0,84.0,LANDSAT/LE07/C02/T1_L2,299,LANDSAT/LE07/C02/T1_L2/LE07_185058_20001025,2000,False,False,LE07_L2SP_185058_20001025_20200917_02_T1,LE71850582000299EDC00,0,LE07,supplemental,False,LE07_185058_20001025,0.0,0.0,0.0,0.0,185,58
2000,2000-12-12,12,2000,True,46.0,46.0,LANDSAT/LE07/C02/T1_L2,347,LANDSAT/LE07/C02/T1_L2/LE07_185057_20001212,2000,True,False,LE07_L2SP_185057_20001212_20200917_02_T1,LE71850572000347EDC00,0,LE07,supplemental,False,LE07_185057_20001212,88190890.51102583,32039344.07107652,0.11139327222195658,0.11058384042068296,185,57
2000,2000-12-12,12,2000,True,53.0,53.0,LANDSAT/LE07/C02/T1_L2,347,LANDSAT/LE07/C02/T1_L2/LE07_185058_20001212,2000,True,False,LE07_L2SP_185058_20001212_20200917_02_T1,LE71850582000347EDC00,0,LE07,supplemental,False,LE07_185058_20001212,23953019.85651712,8203146.061698405,0.030254885124233525,0.028313169989435765,185,58
2000,2000-12-28,12,2000,True,44.0,44.0,LANDSAT/LE07/C02/T1_L2,363,LANDSAT/LE07/C02/T1_L2/LE07_185057_20001228,2000,True,False,LE07_L2SP_185057_20001228_20200917_02_T1,LE71850572000363SGS00,0,LE07,supplemental,False,LE07_185057_20001228,270393269.345206,97730327.32709435,0.34153177141792995,0.33731636007982063,185,57
2000,2000-12-28,12,2000,True,45.0,45.0,LANDSAT/LE07/C02/T1_L2,363,LANDSAT/LE07/C02/T1_L2/LE07_185058_20001228,2000,True,False,LE07_L2SP_185058_20001228_20200917_02_T1,LE71850582000363SGS00,0,LE07,supplemental,False,LE07_185058_20001228,81071537.07725139,15226394.505315337,0.10240086869255113,0.05255392171646228,185,58
2001,2001-02-14,2,2001,True,24.0,24.0,LANDSAT/LE07/C02/T1_L2,45,LANDSAT/LE07/C02/T1_L2/LE07_185057_20010214,2001,True,False,LE07_L2SP_185057_20010214_20200917_02_T1,LE71850572001045SGS00,0,LE07,supplemental,False,LE07_185057_20010214,8104105.558276846,4498594.614194384,0.010236236773862048,0.015526905539321192,185,57
2001,2001-02-14,2,2001,True,87.0,87.0,LANDSAT/LE07/C02/T1_L2,45,LANDSAT/LE07/C02/T1_L2/LE07_185058_20010214,2001,True,False,LE07_L2SP_185058_20010214_20200917_02_T1,LE71850582001045SGS00,0,LE07,supplemental,False,LE07_185058_20010214,32351784.28429506,16282771.295376886,0.04086330337253987,0.056200007669942736,185,58
2001,2001-03-02,3,2001,True,12.0,12.0,LANDSAT/LE07/C02/T1_L2,61,LANDSAT/LE07/C02/T1_L2/LE07_185058_20010302,2001,True,False,LE07_L2SP_185058_20010302_20200917_02_T1,LE71850582001061EDC00,0,LE07,supplemental,False,LE07_185058_20010302,184331808.20855647,40876554.84943826,0.23282816594729927,0.14108548565756246,185,58
2001,2001-03-18,3,2001,True,16.0,16.0,LANDSAT/LE07/C02/T1_L2,77,LANDSAT/LE07/C02/T1_L2/LE07_185058_20010318,2001,True,False,LE07_L2SP_185058_20010318_20200917_02_T1,LE71850582001077EDC00,0,LE07,supplemental,False,LE07_185058_20010318,77165685.3318594,16883179.017521873,0.097467415767743,0.05827231575420734,185,58
2001,2001-04-19,4,2001,False,100.0,100.0,LANDSAT/LE07/C02/T1_L2,109,LANDSAT/LE07/C02/T1_L2/LE07_185058_20010419,2001,False,False,LE07_L2SP_185058_20010419_20200917_02_T1,LE71850582001109EDC00,0,LE07,supplemental,False,LE07_185058_20010419,0.0,0.0,0.0,0.0,185,58
2001,2001-05-05,5,2001,False,100.0,100.0,LANDSAT/LE07/C02/T1_L2,125,LANDSAT/LE07/C02/T1_L2/LE07_185057_20010505,2001,False,False,LE07_L2SP_185057_20010505_20200917_02_T1,LE71850572001125EDC00,0,LE07,supplemental,False,LE07_185057_20010505,0.0,0.0,0.0,0.0,185,57
2001,2001-06-06,6,2001,True,78.0,78.0,LANDSAT/LE07/C02/T1_L2,157,LANDSAT/LE07/C02/T1_L2/LE07_185057_20010606,2001,True,False,LE07_L2SP_185057_20010606_20200917_02_T1,LE71850572001157EDC01,0,LE07,supplemental,False,LE07_185057_20010606,146074759.31593496,46505290.36133171,0.18450596580836656,0.16051307407000345,185,57
2001,2001-10-12,10,2001,True,84.0,84.0,LANDSAT/LE07/C02/T1_L2,285,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011012,2001,True,False,LE07_L2SP_185057_20011012_20200917_02_T1,LE71850572001285EDC00,0,LE07,supplemental,False,LE07_185057_20011012,16631820.952546962,9134453.430391677,0.021007532049835458,0.03152757866190153,185,57
2001,2001-10-28,10,2001,False,97.0,97.0,LANDSAT/LE07/C02/T1_L2,301,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011028,2001,False,False,LE07_L2SP_185057_20011028_20200917_02_T1,LE71850572001301SGS00,0,LE07,supplemental,False,LE07_185057_20011028,0.0,0.0,0.0,0.0,185,57
2001,2001-11-13,11,2001,True,48.0,48.0,LANDSAT/LE07/C02/T1_L2,317,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011113,2001,True,False,LE07_L2SP_185057_20011113_20200917_02_T1,LE71850572001317EDC00,0,LE07,supplemental,False,LE07_185057_20011113,154730298.71240118,60792000.07938759,0.19543871465160326,0.20982367244222003,185,57
2001,2001-11-13,11,2001,True,87.0,87.0,LANDSAT/LE07/C02/T1_L2,317,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011113,2001,True,False,LE07_L2SP_185058_20011113_20200917_02_T1,LE71850582001317EDC00,0,LE07,supplemental,False,LE07_185058_20011113,70309668.81650703,12601190.134011665,0.08880763118423894,0.04349302519423924,185,58
2001,2001-11-29,11,2001,True,84.0,84.0,LANDSAT/LE07/C02/T1_L2,333,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011129,2001,True,False,LE07_L2SP_185058_20011129_20200917_02_T1,LE71850582001333SGS00,0,LE07,supplemental,False,LE07_185058_20011129,52350732.4972175,12400174.79888557,0.06612382936934182,0.0427992204867402,185,58
2001,2001-12-15,12,2001,True,59.0,59.0,LANDSAT/LE07/C02/T1_L2,349,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011215,2001,True,False,LE07_L2SP_185057_20011215_20200917_02_T1,LE71850572001349SGS00,0,LE07,supplemental,False,LE07_185057_20011215,39704450.49170089,4680857.510418102,0.05015040256898511,0.0161559861779854,185,57
2001,2001-12-15,12,2001,True,75.0,75.0,LANDSAT/LE07/C02/T1_L2,349,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011215,2001,True,False,LE07_L2SP_185058_20011215_20200917_02_T1,LE71850582001349SGS00,0,LE07,supplemental,False,LE07_185058_20011215,22387647.377552703,563448.2239705403,0.028277674534028158,0.0019447423251440464,185,58
2001,2001-12-31,12,2001,True,16.0,16.0,LANDSAT/LE07/C02/T1_L2,365,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011231,2001,True,False,LE07_L2SP_185057_20011231_20200917_02_T1,LE71850572001365SGS00,0,LE07,supplemental,False,LE07_185057_20011231,446369646.68354255,167846355.3490225,0.5638062534182258,0.5793219278750953,185,57
2001,2001-12-31,12,2001,True,37.0,37.0,LANDSAT/LE07/C02/T1_L2,365,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011231,2001,True,False,LE07_L2SP_185058_20011231_20200917_02_T1,LE71850582001365SGS00,0,LE07,supplemental,False,LE07_185058_20011231,78979887.42165169,18480790.288456704,0.09975892122916716,0.06378647326777612,185,58
